filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash
E:\AMIT AI\Face Mask & Emotion detection\angry\1522.jpg,True,48,48,1,1505,L,,angry,emotion,1522.jpg,8564e0203688f7bcd0d22a7d747083b1
E:\AMIT AI\Face Mask & Emotion detection\angry\1533.jpg,True,48,48,1,1496,L,,angry,emotion,1533.jpg,47179f9b0e6cb353ac99840f6de8355c
E:\AMIT AI\Face Mask & Emotion detection\angry\1556.jpg,True,48,48,1,1456,L,,angry,emotion,1556.jpg,33c4c15245d8b546965abf46b5456da4
E:\AMIT AI\Face Mask & Emotion detection\angry\1558.jpg,True,48,48,1,1540,L,,angry,emotion,1558.jpg,a265057b572179abaf56ad7f269e7d23
E:\AMIT AI\Face Mask & Emotion detection\angry\1564.jpg,True,48,48,1,1435,L,,angry,emotion,1564.jpg,4c9b4c780a9fd35818b5b4cc94c71d64
E:\AMIT AI\Face Mask & Emotion detection\angry\1586.jpg,True,48,48,1,1467,L,,angry,emotion,1586.jpg,49ff3a0d2f34ba01d01a0b1a2c2553ea
E:\AMIT AI\Face Mask & Emotion detection\angry\1587.jpg,True,48,48,1,1954,L,,angry,emotion,1587.jpg,b81d572ff2b413f201015b4e225baebf
E:\AMIT AI\Face Mask & Emotion detection\angry\1588.jpg,True,48,48,1,1330,L,,angry,emotion,1588.jpg,33e3289268c6d3d4e1bc5dfd51103601
E:\AMIT AI\Face Mask & Emotion detection\angry\1593.jpg,True,48,48,1,1533,L,,angry,emotion,1593.jpg,ace13fa3ad88dd070b59d565e4efdf7f
E:\AMIT AI\Face Mask & Emotion detection\angry\1595.jpg,True,48,48,1,1710,L,,angry,emotion,1595.jpg,426ec116203d14496564fb41b3bcf4e1
E:\AMIT AI\Face Mask & Emotion detection\angry\1597.jpg,True,48,48,1,1545,L,,angry,emotion,1597.jpg,6c1f4930b08d8ec87478fc40f713dcec
E:\AMIT AI\Face Mask & Emotion detection\angry\1610.jpg,True,48,48,1,1508,L,,angry,emotion,1610.jpg,ebe9e35a17c7cf0a969f53150ba1ad72
E:\AMIT AI\Face Mask & Emotion detection\angry\1631.jpg,True,48,48,1,1540,L,,angry,emotion,1631.jpg,4393385823e21ab45b6e949d177aeb3f
E:\AMIT AI\Face Mask & Emotion detection\angry\1639.jpg,True,48,48,1,1580,L,,angry,emotion,1639.jpg,be3908bc9bc132b0ba5a4c94d506c34d
E:\AMIT AI\Face Mask & Emotion detection\angry\1641.jpg,True,48,48,1,1487,L,,angry,emotion,1641.jpg,75b0fbe56dc8e941c7a928345a2b5b54
E:\AMIT AI\Face Mask & Emotion detection\angry\1647.jpg,True,48,48,1,1519,L,,angry,emotion,1647.jpg,b73ac7ca63d6b7782ccaf73635f033f9
E:\AMIT AI\Face Mask & Emotion detection\angry\1651.jpg,True,48,48,1,1577,L,,angry,emotion,1651.jpg,2ab715df5b582bfc4eef1a09650f84e6
E:\AMIT AI\Face Mask & Emotion detection\angry\1668.jpg,True,48,48,1,1395,L,,angry,emotion,1668.jpg,5c01e7e1acc92ee0e5e83e44a16bb221
E:\AMIT AI\Face Mask & Emotion detection\angry\1674.jpg,True,48,48,1,1452,L,,angry,emotion,1674.jpg,172684cb7ab040c2127bab982ff6dd3d
E:\AMIT AI\Face Mask & Emotion detection\angry\169.jpg,True,48,48,1,1466,L,,angry,emotion,169.jpg,e5404bfeea5be5baecc44b20586004d2
E:\AMIT AI\Face Mask & Emotion detection\angry\1694.jpg,True,48,48,1,1716,L,,angry,emotion,1694.jpg,5e7a4604747a4eaad530286416d0d2c5
E:\AMIT AI\Face Mask & Emotion detection\angry\1711.jpg,True,48,48,1,1741,L,,angry,emotion,1711.jpg,b8ab9bf283c8320ef65e31db5b60e472
E:\AMIT AI\Face Mask & Emotion detection\angry\1726.jpg,True,48,48,1,1639,L,,angry,emotion,1726.jpg,7bc3453b3ae5b211b2f8090181a0f24a
E:\AMIT AI\Face Mask & Emotion detection\angry\1731.jpg,True,48,48,1,1570,L,,angry,emotion,1731.jpg,e43cf89da5cf1fe13650c943ee2ea7c0
E:\AMIT AI\Face Mask & Emotion detection\angry\1734.jpg,True,48,48,1,1293,L,,angry,emotion,1734.jpg,01fcd945628a233eba9e33ff62540fb4
E:\AMIT AI\Face Mask & Emotion detection\angry\1766.jpg,True,48,48,1,1442,L,,angry,emotion,1766.jpg,2120ec6dfc24dbde1f893d3e3033e586
E:\AMIT AI\Face Mask & Emotion detection\angry\1776.jpg,True,48,48,1,1525,L,,angry,emotion,1776.jpg,578298b3555258919788057933617295
E:\AMIT AI\Face Mask & Emotion detection\angry\1790.jpg,True,48,48,1,1788,L,,angry,emotion,1790.jpg,2eea15d082ee0daddd3629702bbe9812
E:\AMIT AI\Face Mask & Emotion detection\angry\1794.jpg,True,48,48,1,1720,L,,angry,emotion,1794.jpg,9fcb387adbcfac1f7cbb0ce296aac62d
E:\AMIT AI\Face Mask & Emotion detection\angry\1802.jpg,True,48,48,1,1827,L,,angry,emotion,1802.jpg,cd6070b1717bc524649e35dcb3a9aaeb
E:\AMIT AI\Face Mask & Emotion detection\angry\1806.jpg,True,48,48,1,1754,L,,angry,emotion,1806.jpg,4765c202a0196dc51146d2aaddb2952c
E:\AMIT AI\Face Mask & Emotion detection\angry\1810.jpg,True,48,48,1,1810,L,,angry,emotion,1810.jpg,3b71be98c03c0f15e5322950236eb2c6
E:\AMIT AI\Face Mask & Emotion detection\angry\184.jpg,True,48,48,1,1816,L,,angry,emotion,184.jpg,2f0eae86091f0e964be443f9661588c9
E:\AMIT AI\Face Mask & Emotion detection\angry\1847.jpg,True,48,48,1,1513,L,,angry,emotion,1847.jpg,9a7a69aff3e57f369eb2107d96b22716
E:\AMIT AI\Face Mask & Emotion detection\angry\1849.jpg,True,48,48,1,1358,L,,angry,emotion,1849.jpg,896b20becdb2e229946606f72a64eb8e
E:\AMIT AI\Face Mask & Emotion detection\angry\1856.jpg,True,48,48,1,1508,L,,angry,emotion,1856.jpg,648620e0151070bbb54de85514c74054
E:\AMIT AI\Face Mask & Emotion detection\angry\186.jpg,True,48,48,1,1601,L,,angry,emotion,186.jpg,63bfbb8d04bf52f898879329a4f8e6ec
E:\AMIT AI\Face Mask & Emotion detection\angry\1863.jpg,True,48,48,1,1408,L,,angry,emotion,1863.jpg,d20a589348a81da813568a2364b8fd75
E:\AMIT AI\Face Mask & Emotion detection\angry\188.jpg,True,48,48,1,1776,L,,angry,emotion,188.jpg,607790cc1ac95330fbba13a66fa993c0
E:\AMIT AI\Face Mask & Emotion detection\angry\1903.jpg,True,48,48,1,1472,L,,angry,emotion,1903.jpg,7816b78ebfd71876d5c7a6a37caf00b4
E:\AMIT AI\Face Mask & Emotion detection\angry\1910.jpg,True,48,48,1,1408,L,,angry,emotion,1910.jpg,558fd0ac362bec83a682bb3482789e98
E:\AMIT AI\Face Mask & Emotion detection\angry\1924.jpg,True,48,48,1,1861,L,,angry,emotion,1924.jpg,2df0c2c57013277b7eff707d11910e86
E:\AMIT AI\Face Mask & Emotion detection\angry\1927.jpg,True,48,48,1,1668,L,,angry,emotion,1927.jpg,02abae066e560cd18a0e941df916a8a4
E:\AMIT AI\Face Mask & Emotion detection\angry\1933.jpg,True,48,48,1,1377,L,,angry,emotion,1933.jpg,3b775040938233ba284e94759c68f2a5
E:\AMIT AI\Face Mask & Emotion detection\angry\1940.jpg,True,48,48,1,1774,L,,angry,emotion,1940.jpg,51a933bbd8671f3933607f77ebabe2bc
E:\AMIT AI\Face Mask & Emotion detection\angry\1944.jpg,True,48,48,1,1575,L,,angry,emotion,1944.jpg,4f83640990fee4c2837414ecf03be0d7
E:\AMIT AI\Face Mask & Emotion detection\angry\1957.jpg,True,48,48,1,1607,L,,angry,emotion,1957.jpg,bd73a8f7a8f4fb96ace660e300b240d2
E:\AMIT AI\Face Mask & Emotion detection\angry\197.jpg,True,48,48,1,1758,L,,angry,emotion,197.jpg,1ccf577faec129c67fab10ee7d0e7c3d
E:\AMIT AI\Face Mask & Emotion detection\angry\1971.jpg,True,48,48,1,1752,L,,angry,emotion,1971.jpg,eab79b63781c3913f4b40802503a261c
E:\AMIT AI\Face Mask & Emotion detection\angry\1995.jpg,True,48,48,1,1584,L,,angry,emotion,1995.jpg,3e819ca398b2fc95546ae7930feedfc7
E:\AMIT AI\Face Mask & Emotion detection\angry\1998.jpg,True,48,48,1,1691,L,,angry,emotion,1998.jpg,b11909a1701604a3fa9ed5834946f515
E:\AMIT AI\Face Mask & Emotion detection\angry\202.jpg,True,48,48,1,1489,L,,angry,emotion,202.jpg,61ec9ef17421d592e608768f6f95db51
E:\AMIT AI\Face Mask & Emotion detection\angry\2020.jpg,True,48,48,1,1559,L,,angry,emotion,2020.jpg,71c4a23c6296ee6b1fb6897195080f02
E:\AMIT AI\Face Mask & Emotion detection\angry\2021.jpg,True,48,48,1,1623,L,,angry,emotion,2021.jpg,f81a56ca14d30707e63c643e0ffafcc2
E:\AMIT AI\Face Mask & Emotion detection\angry\2024.jpg,True,48,48,1,1656,L,,angry,emotion,2024.jpg,fda9b71e77ce9f33495c9d94ea8169c4
E:\AMIT AI\Face Mask & Emotion detection\angry\203.jpg,True,48,48,1,1518,L,,angry,emotion,203.jpg,6ddb6bbfbada1a30923bb03d144276f3
E:\AMIT AI\Face Mask & Emotion detection\angry\2031.jpg,True,48,48,1,1539,L,,angry,emotion,2031.jpg,35b016945616c75f340cde1b0d67595a
E:\AMIT AI\Face Mask & Emotion detection\angry\2038.jpg,True,48,48,1,1292,L,,angry,emotion,2038.jpg,4cd311aafa0ccd25f646702f53863c9c
E:\AMIT AI\Face Mask & Emotion detection\angry\2054.jpg,True,48,48,1,1412,L,,angry,emotion,2054.jpg,51d469d53557974ab8baef18ec8d73a5
E:\AMIT AI\Face Mask & Emotion detection\angry\2056.jpg,True,48,48,1,1339,L,,angry,emotion,2056.jpg,f30088bd72429902b3e930d1efa477f9
E:\AMIT AI\Face Mask & Emotion detection\angry\2066.jpg,True,48,48,1,1578,L,,angry,emotion,2066.jpg,aa3cb4a44d6e598c8aa2fd43777db6f6
E:\AMIT AI\Face Mask & Emotion detection\angry\2067.jpg,True,48,48,1,1120,L,,angry,emotion,2067.jpg,2b1b7a23ab7a0d751f7d067a03584ec2
E:\AMIT AI\Face Mask & Emotion detection\angry\22.jpg,True,48,48,1,1670,L,,angry,emotion,22.jpg,3f594f7009360d61404c6863f6ef9013
E:\AMIT AI\Face Mask & Emotion detection\angry\221.jpg,True,48,48,1,1670,L,,angry,emotion,221.jpg,2c7ce54fe1586c1adf2578a96d76e419
E:\AMIT AI\Face Mask & Emotion detection\angry\225.jpg,True,48,48,1,1303,L,,angry,emotion,225.jpg,fd32dd9dd0a4d31013334577726509b6
E:\AMIT AI\Face Mask & Emotion detection\angry\229.jpg,True,48,48,1,1701,L,,angry,emotion,229.jpg,582af606aa786fd8754d01330929577f
E:\AMIT AI\Face Mask & Emotion detection\angry\233.jpg,True,48,48,1,1649,L,,angry,emotion,233.jpg,809008617848df91e48703b3619a4e0e
E:\AMIT AI\Face Mask & Emotion detection\angry\235.jpg,True,48,48,1,1546,L,,angry,emotion,235.jpg,f06b432e08e254e0757edcb6a3bb8224
E:\AMIT AI\Face Mask & Emotion detection\angry\241.jpg,True,48,48,1,1465,L,,angry,emotion,241.jpg,091ffe8c0838b4c9038e2d2c7aed06ab
E:\AMIT AI\Face Mask & Emotion detection\angry\242.jpg,True,48,48,1,1424,L,,angry,emotion,242.jpg,dde236612af3e1def7d7b3aeca0884e7
E:\AMIT AI\Face Mask & Emotion detection\angry\248.jpg,True,48,48,1,1675,L,,angry,emotion,248.jpg,ce863466061cfd40f69137f3bcadb362
E:\AMIT AI\Face Mask & Emotion detection\angry\263.jpg,True,48,48,1,1557,L,,angry,emotion,263.jpg,0ce44ca37e90d66c8272963fc1ddcdd3
E:\AMIT AI\Face Mask & Emotion detection\angry\27.jpg,True,48,48,1,1513,L,,angry,emotion,27.jpg,2929fca115366f618db0542b4cdf441f
E:\AMIT AI\Face Mask & Emotion detection\angry\278.jpg,True,48,48,1,1374,L,,angry,emotion,278.jpg,1d8a561fe7c6f3d95602824d834b5a64
E:\AMIT AI\Face Mask & Emotion detection\angry\280.jpg,True,48,48,1,1456,L,,angry,emotion,280.jpg,fd4db3a8a7b94f4b92bbd444b6f6accf
E:\AMIT AI\Face Mask & Emotion detection\angry\294.jpg,True,48,48,1,1538,L,,angry,emotion,294.jpg,7e7a7a6aa39c10cbfa7d9149bf53f3c1
E:\AMIT AI\Face Mask & Emotion detection\angry\295.jpg,True,48,48,1,1296,L,,angry,emotion,295.jpg,69756b9ccf034f0ed149f0feb05fd1b0
E:\AMIT AI\Face Mask & Emotion detection\angry\307.jpg,True,48,48,1,1797,L,,angry,emotion,307.jpg,c6017aab4487940ec9c910206c2b5cdc
E:\AMIT AI\Face Mask & Emotion detection\angry\323.jpg,True,48,48,1,1431,L,,angry,emotion,323.jpg,43e89e3b338e7744c88d92343bd2c2e7
E:\AMIT AI\Face Mask & Emotion detection\angry\342.jpg,True,48,48,1,1619,L,,angry,emotion,342.jpg,590d6ac9eed6e3cd64eccf038c43a282
E:\AMIT AI\Face Mask & Emotion detection\angry\353.jpg,True,48,48,1,1740,L,,angry,emotion,353.jpg,3e71e4b4cdf80a7796cad376666da998
E:\AMIT AI\Face Mask & Emotion detection\angry\355.jpg,True,48,48,1,1736,L,,angry,emotion,355.jpg,8f97740a6432257835a8897aecec5fc6
E:\AMIT AI\Face Mask & Emotion detection\angry\360.jpg,True,48,48,1,1644,L,,angry,emotion,360.jpg,4d427e907656eb0ad573e578f9405bec
E:\AMIT AI\Face Mask & Emotion detection\angry\368.jpg,True,48,48,1,1645,L,,angry,emotion,368.jpg,2a0aed5e146626b2cfff9fb003e6a6f8
E:\AMIT AI\Face Mask & Emotion detection\angry\369.jpg,True,48,48,1,1671,L,,angry,emotion,369.jpg,dd969b9c5b4d26626d3f306db94d3cd2
